编号,发生时间,区域,elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,最大小时雨强(mm/h),rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
2198,2020/5/29,蓝田县玉川,872,23.4,478,81,67,4,41.1,0,0,0,0,0,0
2199,2010/3/6,周至县厚畛子,1771,26,152,90,92,4,37.5,5,0,0,0,0,0
2200,2018/7/20,灞桥区白鹿塬,651,10,108,80,64,6,17.1,1,0,1,1,0,0
2201,2022/8/25,灞桥区狄寨,670,30.7,42,53,92,6,8.1,1,1,1,1,0,0
2202,2020/9/17,蓝田县葛牌,2406,37.6,415,82,80,4,22.2,0,1,1,1,0,0
2203,2018/5/25,蓝田县九间房,1044,45,251,66,87,4,14.5,0,1,1,1,1,0
2204,2017/9/19,蓝田县蓝关,1747,43.6,809,59,60,4,24.2,3,1,0,1,0,0
2205,2022/6/25,临潼区斜口,965,44.4,73,36,64,3,48.6,2,1,1,1,1,0
2206,2010/9/25,长安区沣峪,1128,36.7,334,83,68,1,18.2,0,0,1,1,1,1
2207,2023/8/19,灞桥区席王,673,20.6,646,55,72,5,44,1,0,0,0,0,0
2208,2020/9/14,未央区六村堡,965,27,411,50,97,5,13.8,1,0,0,0,0,1
2209,2014/9/28,鄠邑区祖庵,1183,20,210,73,58,6,10.2,5,0,0,0,0,0
2210,2022/10/16,长安区太乙宫,1504,34.9,300,91,90,5,10.5,0,0,0,0,1,0
2211,2012/6/9,长安区子午峪,2489,28.1,882,40,61,3,27.7,3,1,1,0,0,0
2212,2015/6/11,灞桥区席王,770,20.7,210,30,77,5,7.9,1,0,1,0,0,0
2213,2022/5/13,周至县王家河,2317,40,263,40,74,1,38.8,0,1,1,1,1,0
2214,2019/9/11,未央区六村堡,854,19.3,214,30,81,3,16.4,1,0,0,0,0,0
2215,2017/6/24,长安区沣峪,903,30.8,333,76,52,1,56,0,1,1,1,0,0
2216,2010/9/10,灞桥区洪庆,495,18.6,544,80,67,3,32.6,1,1,0,0,0,0
2217,2018/5/23,周至县厚畛子,2313,30.7,43,57,91,5,52.9,4,0,0,0,1,0
2218,2023/8/3,灞桥区白鹿塬,566,31.8,761,65,79,3,17.1,1,0,0,0,0,0
2219,2015/5/16,临潼区骊山,630,35,86,30,87,2,7.8,0,1,0,0,1,0
2220,2021/7/12,灞桥区狄寨,639,23.8,97,37,82,5,20,1,1,1,1,0,0
2221,2020/8/2,阎良区关山,920,23.3,420,30,97,2,9.6,1,1,1,0,0,0
2222,2022/4/25,周至县厚畛子,941,24.4,200,68,55,4,9.5,5,0,0,0,1,0
2223,2019/6/27,蓝田县汤峪,1431,49.5,398,61,54,3,27.7,3,0,1,0,1,0
2224,2010/7/23,长安区小峪,1933,36.7,145,51,52,6,68,3,0,1,1,0,0
2225,2021/10/12,灞桥区席王,783,19.1,556,30,72,5,18.8,1,1,0,1,0,0
2226,2021/5/29,鄠邑区涝峪,1025,34.4,22,80,52,5,11,0,0,1,0,1,0
2227,2021/9/13,雁塔区曲江,531,20.7,155,30,76,5,20,0,0,0,0,0,0
2228,2021/8/3,长安区太乙宫,1027,30.6,282,54,52,1,16,0,0,1,0,1,0
2229,2014/11/21,鄠邑区蒋村,1031,33,339,40,94,5,21.6,0,0,1,1,0,0
2230,2011/9/27,临潼区斜口,694,42.4,447,30,92,1,49.5,2,1,1,1,1,0
2231,2011/10/21,长安区小峪,2375,48.6,783,95,89,3,30.3,2,0,1,1,0,0
2232,2010/9/7,未央区谭家,803,23.2,198,40,56,1,36.9,1,1,1,1,1,0
2233,2022/8/11,周至县板房子,1601,29.7,64,74,92,5,48.3,5,0,1,1,1,0
2234,2015/9/5,鄠邑区蒋村,1366,29.9,44,50,92,3,22.2,0,0,0,0,1,0
2235,2021/9/20,蓝田县九间房,1689,32.3,124,69,94,3,18.4,3,1,1,1,1,0
2236,2011/8/25,周至县厚畛子,1472,31.5,130,59,58,6,29.1,5,1,0,1,0,0
2237,2023/7/2,长安区子午峪,852,45.1,103,40,70,4,10.3,3,1,1,1,1,0
2238,2022/8/2,长安区引镇,1828,33.9,644,45,79,4,40,3,1,0,0,0,0
2239,2020/8/23,灞桥区席王,635,21.1,199,30,97,4,18.9,1,0,0,0,1,0
2240,2018/1/14,周至县王家河,1174,38.7,32,62,85,2,10.6,5,1,1,0,1,0
2241,2014/7/12,鄠邑区祖庵,2201,37.8,97,77,56,3,19.4,3,0,0,0,1,0
2242,2010/10/16,鄠邑区甘河,1687,33.1,6,42,69,5,10,5,1,1,1,1,0
2243,2015/9/6,雁塔区杜城,367,14.5,362,46,50,2,14.3,1,0,1,1,1,0
2244,2012/6/30,阎良区新兴,726,23.9,728,30,87,5,7.2,4,0,1,1,1,0
2245,2019/9/20,灞桥区白鹿塬,823,22.7,508,56,82,2,21.3,1,0,0,0,0,0
2246,2021/8/7,长安区子午峪,2128,28.7,374,46,74,1,15.5,2,1,1,1,1,0
2247,2011/8/2,长安区蒿沟,1007,33.8,322,91,58,3,41.4,0,0,1,0,1,0
2248,2012/8/22,临潼区零口,842,34.8,208,59,59,3,40,2,1,0,1,1,0
2249,2021/7/19,鄠邑区涝峪,2420,43.6,309,40,87,4,11.6,5,1,1,1,1,0
2250,2022/10/11,蓝田县九间房,1297,45.7,140,40,72,6,22.5,3,0,1,1,1,0
2251,2013/4/4,蓝田县玉川,1814,40.5,7,95,50,3,36.7,0,1,1,1,1,0
2252,2018/7/16,周至县广济,2217,28.8,513,92,62,4,15.2,3,0,0,0,0,0
2253,2016/3/22,鄠邑区祖庵,1777,49.7,929,84,55,6,36.6,4,1,0,0,0,0
2254,2020/12/20,临潼区斜口,619,39.7,102,39,69,4,10.4,0,0,0,0,0,0
2255,2015/7/22,周至县板房子,1793,47.8,173,63,62,6,22,3,0,1,1,1,0
2256,2015/9/20,灞桥区洪庆,731,19.6,528,57,60,6,13,1,1,1,1,0,1
2257,2021/9/12,蓝田县玉川,1830,29.2,128,75,75,5,17,2,0,0,0,1,0
2258,2010/10/6,灞桥区洪庆,794,10,62,30,84,3,19,1,0,1,1,1,1
2259,2011/8/8,鄠邑区祖庵,1481,32.4,459,71,61,6,13.3,5,1,0,1,1,0
2260,2010/8/24,蓝田县玉川,1869,35.1,192,82,63,3,34.8,3,1,1,1,0,0
2261,2014/5/6,长安区太乙宫,1124,43.1,287,54,81,6,31.6,2,0,0,0,1,0
2262,2010/5/3,长安区太乙宫,1893,43,185,71,63,6,23.5,2,1,0,1,0,0
2263,2015/9/9,灞桥区席王,842,23.4,352,52,57,1,31.7,1,1,1,1,0,1
2264,2011/7/24,周至县广济,2012,38.9,286,95,53,2,44,4,1,1,0,0,0
2265,2015/8/2,长安区引镇,2453,36.8,18,69,83,3,16.7,0,0,1,0,0,0
2266,2016/7/2,长安区子午峪,2410,30.9,208,49,87,1,26.1,3,0,1,0,1,0
2267,2019/7/8,周至县马召,2367,25.8,20,54,87,6,15.6,3,0,1,1,0,0
2268,2013/7/22,鄠邑区蒋村,2172,30.3,67,54,58,5,20.5,3,0,1,0,1,0
2269,2017/7/9,周至县马召,1747,33,62,40,79,2,28.6,3,0,1,1,0,0
2270,2022/10/22,临潼区斜口,884,38,367,30,69,1,20.4,2,1,1,1,1,0
2271,2011/8/28,蓝田县汤峪,1399,34.3,381,43,97,1,6.9,0,0,1,1,1,0
2272,2016/10/1,周至县厚畛子,1792,36.8,251,94,91,4,36.4,0,0,0,0,0,0
2273,2021/8/10,未央区谭家,954,24.2,708,30,99,4,17.8,1,1,1,1,0,1
2274,2018/8/15,周至县板房子,2403,24.7,269,64,88,1,17.8,5,0,1,0,0,0
2275,2012/9/7,临潼区骊山,898,41.3,411,73,60,6,28.6,2,1,1,1,1,0
2276,2012/10/27,长安区引镇,2361,30.2,668,70,90,6,24.3,3,0,1,1,0,0
2277,2013/9/20,高陵区耿镇,617,24.4,7,30,58,1,12.2,4,1,1,1,1,0
2278,2015/10/27,蓝田县九间房,957,37,280,69,63,4,7.6,0,1,1,1,1,1
2279,2023/9/3,鄠邑区蒋村,1108,29.6,55,72,56,2,7.5,0,0,0,0,1,0
2280,2016/7/4,临潼区骊山,614,39.8,195,40,71,2,31.8,1,1,1,1,1,1
2281,2021/8/30,蓝田县蓝关,2070,27.6,553,82,97,1,7.7,3,0,0,0,0,0
2282,2019/5/10,灞桥区白鹿塬,591,25,240,64,90,6,32.3,1,0,1,0,0,0
2283,2022/5/19,周至县厚畛子,2321,33.6,236,62,64,6,18.4,5,1,1,1,0,0
2284,2017/7/1,长安区太乙宫,2194,25.9,172,40,93,5,9.8,3,0,1,0,0,0
2285,2018/10/9,周至县马召,1700,25.8,245,94,79,5,22.7,3,0,1,0,0,0
2286,2015/7/16,长安区沣峪,1007,20.2,17,40,60,6,52,2,1,1,1,1,0
2287,2020/7/20,鄠邑区甘河,2479,41.6,318,77,91,3,28.3,3,1,1,0,1,0
2288,2011/9/19,未央区谭家,467,21.7,388,34,53,4,28,1,0,1,1,1,1
2289,2010/9/14,鄠邑区玉蝉,1688,32.5,80,88,96,4,30.8,4,0,1,0,0,0
2290,2011/10/12,蓝田县九间房,2086,32.8,157,57,51,3,15.9,3,1,0,0,1,0
2291,2012/5/6,高陵区耿镇,303,18.5,61,64,64,5,5,4,0,1,0,1,0
2292,2018/10/13,鄠邑区玉蝉,1880,31.4,93,87,67,3,38.8,4,0,0,0,1,0
2293,2018/8/2,长安区沣峪,1694,35.5,754,93,74,3,15.3,3,0,1,1,1,0
2294,2015/7/28,临潼区代王,710,31.8,1105,50,51,4,30,2,0,1,0,0,1
2295,2015/7/28,高陵区鹿苑,823,17.5,950,47,81,1,23.6,4,0,0,0,0,0
2296,2012/8/31,周至县马召,1716,39.2,22,77,85,2,60,0,0,0,0,0,0
2297,2010/9/23,蓝田县汤峪,1219,33.2,505,76,95,3,40,3,0,1,0,0,0
2298,2022/7/18,长安区引镇,993,47.2,131,41,73,5,11.6,0,0,1,1,0,0
2299,2021/7/20,灞桥区席王,381,11.6,232,41,59,3,11.6,1,1,1,0,0,1
2300,2023/9/26,灞桥区席王,310,18.9,8,34,50,5,25.8,1,0,1,0,0,0
2301,2016/9/29,蓝田县葛牌,1809,47.4,597,64,72,5,16.7,0,0,0,0,0,0
2302,2020/10/1,灞桥区白鹿塬,944,14.3,209,37,75,1,10.4,1,0,1,0,0,1
2303,2022/7/10,鄠邑区祖庵,1378,34.4,404,40,69,5,33.3,3,1,1,1,0,0
2304,2023/8/20,鄠邑区蒋村,1286,46.3,83,61,89,4,36.4,0,0,0,0,0,0
2305,2013/2/6,临潼区代王,879,36.6,195,80,69,5,30,1,1,0,0,0,0
2306,2019/7/11,临潼区骊山,886,26,256,61,89,3,36.8,0,0,1,1,0,0
2307,2013/7/21,蓝田县九间房,2326,35.3,200,40,67,1,21.8,5,1,1,1,0,0
2308,2019/5/28,长安区子午峪,2462,36.7,389,90,78,6,15.3,3,0,0,0,1,0
2309,2011/9/30,未央区谭家,460,18.3,106,30,65,1,20,1,0,0,0,0,0
2310,2014/8/8,临潼区斜口,804,24.9,14,47,82,4,5.8,1,1,0,1,1,0
2311,2020/7/8,灞桥区白鹿塬,411,10,275,30,79,2,21.5,1,0,0,0,0,1
2312,2018/9/6,鄠邑区甘河,1240,39.2,142,77,58,2,19,3,1,1,1,1,0
2313,2022/7/8,周至县广济,2415,32,123,40,58,1,28.4,3,1,1,0,0,0
2314,2018/6/24,长安区蒿沟,1861,25.7,429,40,94,1,30,0,0,1,1,1,0
2315,2013/5/13,长安区引镇,1896,36.4,694,43,77,6,6.6,2,0,1,0,0,0
2316,2013/7/1,长安区沣峪,1996,24.5,149,83,55,1,19.2,2,1,0,1,0,0
2317,2012/9/26,雁塔区曲江,838,15.2,47,40,73,4,22,0,0,1,0,0,0
2318,2023/8/15,临潼区骊山,506,26.4,155,30,64,4,9.3,0,0,1,0,0,0
2319,2013/8/31,长安区太乙宫,1926,32.1,248,78,85,2,26,0,0,1,1,1,1
2320,2017/6/7,鄠邑区祖庵,1179,33.6,887,40,88,2,13.7,0,0,0,0,1,1
2321,2020/9/4,灞桥区白鹿塬,767,17.2,10,67,79,4,10,1,0,1,0,0,0
2322,2017/8/6,临潼区零口,954,32.6,58,62,52,1,26.3,2,0,1,1,1,0
2323,2016/7/13,临潼区骊山,861,34.1,271,30,75,6,9.3,0,1,0,1,1,0
2324,2017/10/20,灞桥区洪庆,714,23.8,494,33,88,3,12.6,1,1,1,1,1,0
2325,2019/8/22,鄠邑区祖庵,1887,28.8,472,77,72,6,31.7,5,1,1,1,1,0
2326,2016/7/27,周至县王家河,2478,46.1,493,80,91,4,14,5,0,1,0,0,0
2327,2017/7/19,周至县马召,1472,37.4,898,87,50,6,15.4,0,0,1,1,1,0
2328,2010/9/29,蓝田县九间房,1424,43.7,140,60,85,2,21.5,3,1,1,1,0,0
2329,2014/8/9,鄠邑区涝峪,1199,35.6,37,76,63,3,52,5,0,0,0,0,0
2330,2010/8/28,蓝田县汤峪,2000,38.5,508,95,61,1,20,5,1,0,1,0,0
2331,2011/9/8,灞桥区洪庆,362,19.8,493,56,84,4,37.6,1,0,1,1,1,1
2332,2022/11/8,鄠邑区涝峪,1062,26.2,197,79,80,1,30.4,3,0,0,0,1,0
2333,2021/8/19,蓝田县玉川,2483,39.2,843,86,69,5,38.8,2,0,0,0,0,0
2334,2013/9/20,周至县厚畛子,1524,28.3,330,77,78,5,28.6,5,0,1,0,1,0
2335,2020/9/7,周至县广济,1377,35.8,1111,95,67,5,19.3,5,0,1,1,0,0
2336,2020/8/31,鄠邑区祖庵,1684,50,672,95,57,5,7.5,3,1,0,0,0,0
2337,2017/6/30,临潼区斜口,974,39.4,84,30,66,6,18.9,2,0,1,0,0,0
2338,2016/7/14,未央区未央宫,318,11.7,1256,30,60,2,11.7,1,0,1,1,0,1
2339,2010/9/28,周至县王家河,1844,42.6,564,87,55,3,11.2,0,1,0,1,1,1
2340,2017/8/25,周至县板房子,917,36.1,314,95,99,1,80,5,0,1,0,0,0
2341,2015/7/1,灞桥区白鹿塬,833,14.7,250,56,75,4,31.7,1,1,0,1,0,0
2342,2014/7/13,雁塔区电子城,875,12.6,179,33,88,1,22.5,0,0,1,1,0,1
2343,2017/9/7,长安区小峪,896,37.8,32,94,66,3,5.4,3,1,1,1,0,0
2344,2023/4/14,临潼区代王,869,35.4,11,75,53,1,6,2,0,0,0,0,0
2345,2022/10/21,长安区小峪,1453,20.2,126,90,81,5,9.1,0,1,0,1,1,0
2346,2019/8/12,周至县厚畛子,1149,34.1,226,40,57,5,15.7,0,1,0,1,1,0
2347,2011/7/5,鄠邑区祖庵,904,46.2,42,84,77,1,19.1,4,0,0,0,1,0
2348,2019/8/13,周至县广济,2462,45.8,120,74,91,5,24.8,0,0,1,1,0,0
2349,2011/6/19,未央区未央宫,806,14.6,341,55,84,4,24,1,0,0,0,0,0
2350,2022/7/27,鄠邑区涝峪,1934,43.7,60,85,53,3,15.9,5,0,0,0,1,0
2351,2011/5/25,蓝田县九间房,1636,38.9,279,74,78,3,74,2,1,1,1,1,0
2352,2020/10/2,长安区引镇,928,34.9,519,94,67,6,16,3,0,0,0,0,0
2353,2015/9/15,长安区小峪,1702,29.4,196,95,96,4,17.5,2,1,1,1,1,0
2354,2011/9/27,临潼区零口,493,41.9,473,67,86,2,9.3,1,0,0,0,0,0
2355,2021/8/4,鄠邑区蒋村,1349,45,604,74,87,2,17.4,4,1,0,0,0,0
2356,2015/8/1,长安区小峪,1511,41.5,189,89,91,5,20.7,0,0,1,1,0,0
2357,2019/7/21,阎良区关山,979,21.8,330,30,99,4,36.7,1,1,0,1,1,0
2358,2013/8/17,周至县厚畛子,1943,30.6,136,88,91,4,44,3,0,0,0,1,0
2359,2022/6/4,蓝田县汤峪,983,36.3,1457,77,76,6,7.4,3,1,1,1,1,0
2360,2018/8/19,蓝田县九间房,1539,32.3,318,95,82,2,11.9,3,0,1,0,0,0
2361,2011/9/14,周至县广济,1935,20,303,95,54,5,36.4,0,0,0,0,0,0
2362,2017/8/5,鄠邑区祖庵,1851,28.4,173,73,75,1,19,4,1,0,1,1,0
2363,2013/9/27,灞桥区狄寨,770,23.5,603,80,62,1,15.7,1,1,1,1,0,0
2364,2019/9/6,长安区子午峪,2468,27.9,99,87,74,2,54,3,0,0,0,0,0
2365,2013/9/11,周至县广济,1381,28.4,226,40,82,4,12.2,3,0,1,0,0,0
2366,2018/9/12,鄠邑区涝峪,2022,31.5,23,82,91,4,24.5,3,1,1,1,0,0
2367,2014/7/28,灞桥区席王,335,21.9,555,30,65,6,29.2,1,0,0,0,0,0
2368,2011/5/30,高陵区鹿苑,398,16.7,189,30,98,2,31.6,1,0,0,0,1,0
2369,2017/9/3,灞桥区席王,716,15.9,133,30,72,3,25.2,1,1,1,1,0,1
2370,2010/7/8,周至县马召,1848,28.6,28,69,77,4,53.3,5,0,0,0,1,0
2371,2019/7/19,临潼区骊山,556,40.2,161,76,92,2,25,1,0,1,0,0,0
2372,2017/7/5,临潼区骊山,527,35.7,43,56,58,4,36.4,1,0,1,1,0,0
2373,2023/9/30,周至县板房子,1591,38.1,97,40,82,6,28,4,1,1,0,0,0
2374,2017/8/25,未央区六村堡,857,14.8,40,30,86,1,29.2,1,0,1,1,1,0
2375,2020/11/26,高陵区耿镇,999,17.5,86,69,73,4,15.6,1,0,0,0,1,0
2376,2012/9/6,周至县板房子,2152,36.7,8,60,86,1,14.3,4,0,0,0,0,0
2377,2022/6/28,周至县马召,1814,35.1,404,40,88,4,12.6,4,1,1,1,0,0
2378,2015/9/9,灞桥区洪庆,601,13.1,715,75,68,1,30,1,0,1,1,1,0
2379,2022/8/20,周至县板房子,1578,42.5,149,40,95,4,17.1,5,0,1,0,0,0
2380,2016/7/3,长安区小峪,1986,44.5,133,74,55,5,28.8,3,0,1,0,0,0
2381,2012/9/6,长安区引镇,1440,28.9,61,40,92,3,16.7,0,1,1,1,1,0
2382,2020/7/24,蓝田县葛牌,2203,37.6,327,95,91,5,30,5,1,0,1,1,0
2383,2023/10/8,鄠邑区玉蝉,1879,31.8,213,54,91,3,9.3,3,0,0,0,1,0
2384,2011/7/6,长安区子午峪,948,25.3,147,77,93,6,26.7,3,0,1,0,0,0
2385,2014/7/4,灞桥区狄寨,727,23.6,157,30,77,3,12.3,1,0,1,0,0,0
2386,2014/9/4,灞桥区狄寨,329,17.2,331,50,84,4,20,1,0,1,0,0,0
2387,2014/6/3,鄠邑区玉蝉,1944,36.1,634,84,57,2,8.3,0,0,0,0,0,1
2388,2016/8/28,高陵区耿镇,906,14.4,492,59,100,4,16,1,0,0,0,0,0
2389,2011/5/23,阎良区关山,584,10,135,30,70,2,10.5,4,0,1,0,0,0
2390,2018/9/2,蓝田县蓝关,1718,41.9,1,49,76,3,17.1,0,1,1,1,1,0
2391,2010/8/23,灞桥区席王,874,11.9,351,30,70,4,7.7,1,1,1,1,1,0
2392,2016/8/31,蓝田县玉川,1633,50,22,40,73,2,26.7,2,0,1,1,1,0
2393,2016/9/12,鄠邑区涝峪,2444,34.8,90,60,71,2,38.5,4,0,0,0,1,0
2394,2023/9/26,长安区太乙宫,2065,46.3,386,75,91,3,6.2,2,0,1,1,1,0
2395,2020/7/13,周至县王家河,1555,36,512,65,50,4,32,3,0,0,0,0,0
2396,2022/8/23,周至县王家河,1165,29.5,460,53,89,4,14.4,5,1,1,1,1,0
2397,2016/7/22,周至县板房子,1898,47.9,199,84,54,2,24.1,4,0,0,0,0,0
2398,2023/6/17,长安区太乙宫,1731,49.7,7,48,90,6,23.5,0,1,1,1,0,0
2399,2020/7/29,蓝田县九间房,1888,37.2,203,87,55,1,10.3,5,0,1,1,1,0
2400,2018/8/22,长安区引镇,1364,25.4,504,40,69,6,8.8,3,0,1,1,1,1
2401,2020/9/23,灞桥区白鹿塬,659,18.5,87,30,69,6,5,1,0,1,1,1,0
2402,2016/9/2,长安区沣峪,1227,34.7,518,64,58,2,11.8,2,1,0,1,1,0
2403,2019/9/11,雁塔区电子城,894,18,393,30,51,5,20,1,1,1,0,1,1
2404,2013/10/1,鄠邑区祖庵,1894,37.4,105,54,95,1,17.4,4,0,1,1,0,0
2405,2014/7/28,雁塔区电子城,625,18.4,1019,61,82,5,15.2,0,0,0,0,0,1
2406,2019/7/3,周至县马召,809,33.5,379,71,96,6,22.6,4,0,1,0,0,0
2407,2018/8/22,灞桥区白鹿塬,718,14,239,66,91,5,18.8,1,0,1,1,1,0
2408,2023/8/14,周至县马召,978,29,134,43,85,6,7.2,5,0,0,0,0,0
2409,2014/10/27,长安区蒿沟,1990,25.4,102,51,78,4,26.5,3,0,1,0,0,0
2410,2022/7/29,高陵区通远,465,23.1,876,80,59,4,20,1,0,0,0,0,0
2411,2015/10/10,周至县广济,1916,37.7,519,74,77,3,55.4,5,1,0,0,0,0
2412,2017/11/11,雁塔区杜城,810,19.1,532,63,69,1,18.8,1,1,0,1,0,0
2413,2020/5/27,鄠邑区甘河,2333,44.7,101,77,83,4,11.6,4,0,1,1,0,0
2414,2019/9/22,灞桥区席王,476,14.5,91,54,52,3,6.5,1,0,1,0,1,1
2415,2015/8/22,临潼区零口,451,35.2,324,57,60,3,18.4,1,1,0,1,1,1
2416,2022/10/5,长安区沣峪,2477,31.3,571,42,69,6,13,3,0,0,0,0,0
2417,2011/9/23,高陵区鹿苑,502,18.1,300,63,58,3,14.1,1,0,0,0,0,1
2418,2017/9/30,蓝田县九间房,1441,50,576,45,97,5,8.6,2,1,1,1,1,0
2419,2016/7/13,蓝田县蓝关,2388,38.7,16,58,52,5,16.2,3,0,1,1,1,0
2420,2020/8/30,临潼区零口,635,41.6,218,34,76,2,6.7,2,1,1,1,0,0
2421,2020/9/14,周至县板房子,2417,38,40,95,77,5,50,5,1,1,1,0,0
2422,2023/9/1,周至县板房子,1471,39.8,94,94,74,1,17.1,0,1,0,0,0,0
2423,2017/8/25,临潼区代王,418,41.5,550,30,69,3,22.1,0,0,1,1,0,0
2424,2010/11/18,长安区蒿沟,2162,38.9,341,82,81,2,17.4,2,1,0,1,0,0
2425,2022/9/21,蓝田县葛牌,2117,49.6,790,40,79,1,35.7,2,1,1,1,0,0
2426,2021/8/27,蓝田县蓝关,1432,33.3,205,92,72,5,46,2,1,1,1,1,0
2427,2010/7/3,长安区子午峪,1690,33.4,22,69,66,1,24.4,3,0,1,1,0,0
2428,2014/7/13,高陵区通远,553,19.4,428,44,80,4,29.2,4,0,0,0,0,0
2429,2012/7/1,临潼区零口,485,31.5,638,30,81,6,9.3,0,1,0,0,0,0
2430,2011/6/1,周至县马召,1535,30.2,270,40,55,1,21,5,1,1,1,1,0
2431,2023/8/10,灞桥区洪庆,506,16.3,527,61,72,4,26,1,0,0,0,0,0
2432,2013/6/9,鄠邑区祖庵,1230,27.5,287,88,76,1,36,3,0,0,0,1,0
2433,2016/5/10,灞桥区洪庆,812,22,172,30,68,2,12.3,1,1,1,1,1,0
2434,2014/10/10,周至县广济,1453,33.5,83,84,53,1,20.6,3,0,0,0,0,0
2435,2016/9/29,灞桥区白鹿塬,446,19.5,1500,30,86,4,36.8,1,1,0,1,1,0
2436,2016/6/23,鄠邑区祖庵,1532,35.2,298,81,80,5,45,3,1,0,1,1,0
2437,2015/9/1,高陵区通远,362,23.5,110,30,79,2,9.2,4,1,0,1,0,0
2438,2014/9/8,高陵区通远,303,19.2,188,65,73,6,28.3,4,0,0,0,0,0
2439,2012/11/23,灞桥区白鹿塬,759,23.8,184,30,96,2,24,1,0,0,0,0,0
2440,2011/9/25,周至县厚畛子,1270,44.6,347,47,77,3,10.8,3,1,1,1,1,0
2441,2011/9/11,周至县马召,2368,46.9,22,71,70,2,25,5,0,0,0,0,0
2442,2016/6/11,未央区谭家,565,24.3,188,53,77,1,15.3,1,1,0,0,0,1
2443,2014/9/13,蓝田县葛牌,1120,35.4,1088,62,85,1,16.2,0,1,1,1,0,0
2444,2023/8/5,长安区小峪,1125,31.6,301,88,92,6,35,0,1,1,1,1,0
2445,2022/9/10,蓝田县蓝关,2318,43.2,114,95,53,4,16.2,5,1,1,1,0,0
2446,2021/12/4,灞桥区席王,627,23.6,697,36,82,6,18.8,1,1,0,0,0,0
2447,2017/9/24,鄠邑区蒋村,2130,38.8,112,51,51,5,25.8,3,1,0,1,1,0
2448,2012/6/10,长安区太乙宫,2261,20,444,57,64,4,11.6,2,0,0,0,0,0
2449,2017/8/5,雁塔区电子城,867,10,23,39,88,2,15.5,0,1,1,1,0,0
2450,2014/5/5,临潼区代王,629,33.3,714,46,96,2,21.7,2,1,1,1,0,0
2451,2018/8/2,蓝田县玉川,2208,37.7,465,73,52,3,10.5,0,0,1,1,1,0
2452,2015/7/18,周至县板房子,2003,37,77,40,98,6,17.4,5,1,0,1,1,0
2453,2015/11/3,未央区六村堡,752,14.2,161,78,79,2,22,1,1,1,1,0,0
2454,2013/7/22,鄠邑区玉蝉,1245,30.9,59,52,51,6,12.4,3,1,1,1,1,0
2455,2011/7/22,临潼区零口,346,37.5,503,44,54,6,21.7,0,1,1,1,0,0
2456,2010/10/24,未央区谭家,434,24.2,180,50,75,1,21.8,1,0,0,0,0,0
2457,2017/7/1,长安区小峪,1592,48.5,7,53,88,6,25.2,2,0,1,1,1,0
2458,2011/8/5,鄠邑区祖庵,2274,34.9,84,68,87,1,30.9,0,0,1,0,0,0
2459,2021/8/18,周至县厚畛子,1606,32.5,49,79,61,4,29.2,3,0,1,1,1,0
2460,2020/8/19,鄠邑区玉蝉,1590,36.5,21,46,83,6,32.9,3,0,1,0,1,1
2461,2016/7/19,蓝田县汤峪,2002,28.2,703,40,64,1,26.2,2,1,1,0,1,0
2462,2017/7/23,长安区沣峪,1487,28,247,93,50,6,11.8,2,0,0,0,0,0
2463,2018/7/4,长安区蒿沟,1523,44.7,161,41,83,2,28.9,0,0,1,1,0,0
2464,2014/7/12,周至县厚畛子,1158,36.4,220,40,75,5,36.4,0,1,1,1,1,0
2465,2015/6/1,蓝田县汤峪,1293,46.4,328,65,51,3,21.7,2,1,1,1,1,0
2466,2017/11/30,灞桥区席王,899,21.3,79,67,70,5,31.4,1,0,0,0,1,0
2467,2010/7/15,鄠邑区蒋村,1815,43.8,349,70,82,6,17.4,5,1,0,1,1,0
2468,2023/7/12,临潼区斜口,747,34.9,194,50,95,4,16.2,2,1,1,1,1,0
2469,2022/9/23,灞桥区白鹿塬,589,20.4,191,48,92,1,32,1,1,1,1,0,0
2470,2011/9/3,雁塔区杜城,670,16.4,311,80,82,3,9.6,1,1,0,0,0,0
2471,2016/2/19,蓝田县玉川,1137,39.1,258,65,82,6,14.6,2,1,1,1,1,0
2472,2010/9/12,临潼区零口,796,37,518,30,99,6,28.8,2,0,0,0,0,0
2473,2010/3/1,未央区未央宫,878,23,678,30,50,1,12.1,1,1,0,0,0,0
2474,2021/10/28,灞桥区洪庆,715,15.6,459,54,72,2,22.2,1,1,0,1,0,0
2475,2017/10/10,临潼区骊山,574,30.3,258,37,88,1,12.9,0,1,1,1,0,0
2476,2010/5/9,雁塔区电子城,350,12.1,233,54,85,4,26.4,0,0,0,0,0,1
2477,2012/12/14,周至县广济,1839,33,530,87,91,5,14.8,5,1,0,1,0,1
2478,2012/8/6,蓝田县葛牌,2035,29.8,415,40,69,2,11.1,0,0,0,0,0,0
2479,2015/8/28,周至县厚畛子,1184,23.1,70,92,53,3,5.2,0,0,0,0,1,1
2480,2015/5/7,未央区六村堡,744,19.9,485,55,69,1,11.8,1,0,1,1,1,1
2481,2017/4/10,周至县厚畛子,941,50,72,45,86,6,12.4,4,1,1,1,1,0
2482,2023/9/9,蓝田县玉川,2468,24.8,992,40,86,3,40,0,0,1,0,0,0
2483,2020/9/23,周至县马召,2233,32.8,163,50,72,5,11.4,4,0,0,0,0,0
